borough,major_category,minor_category,year,number_of_cases
Barnet,Sexual Offences,Other Sexual,2016,0
Barnet,Sexual Offences,Other Sexual,2012,0
Barnet,Sexual Offences,Other Sexual,2014,0
Barnet,Sexual Offences,Other Sexual,2015,0
Barnet,Sexual Offences,Other Sexual,2010,0
Barnet,Sexual Offences,Other Sexual,2009,0
Barnet,Violence Against the Person,Wounding/GBH,2012,136
Barnet,Violence Against the Person,Wounding/GBH,2008,212
Barnet,Violence Against the Person,Wounding/GBH,2016,637
Barnet,Violence Against the Person,Wounding/GBH,2010,147
Barnet,Violence Against the Person,Wounding/GBH,2013,414
Barnet,Violence Against the Person,Wounding/GBH,2009,211
Barnet,Violence Against the Person,Wounding/GBH,2011,147
Barnet,Violence Against the Person,Wounding/GBH,2014,581
Barnet,Violence Against the Person,Wounding/GBH,2015,653
Barnet,Violence Against the Person,Common Assault,2016,1919
Barnet,Violence Against the Person,Common Assault,2010,1368
Barnet,Violence Against the Person,Common Assault,2008,1400
Barnet,Violence Against the Person,Common Assault,2011,1263
Barnet,Violence Against the Person,Common Assault,2015,1888
Barnet,Violence Against the Person,Common Assault,2012,1060
Barnet,Violence Against the Person,Common Assault,2014,1546
Barnet,Violence Against the Person,Common Assault,2013,1158
Barnet,Violence Against the Person,Common Assault,2009,1421
Barnet,Other Notifiable Offences,Going Equipped,2011,28
Barnet,Other Notifiable Offences,Going Equipped,2016,20
Barnet,Other Notifiable Offences,Going Equipped,2014,12
Barnet,Other Notifiable Offences,Going Equipped,2008,22
Barnet,Other Notifiable Offences,Going Equipped,2012,11
Barnet,Other Notifiable Offences,Going Equipped,2009,23
Barnet,Other Notifiable Offences,Going Equipped,2013,28
Barnet,Other Notifiable Offences,Going Equipped,2010,21
Barnet,Other Notifiable Offences,Going Equipped,2015,13
Barnet,Violence Against the Person,Other violence,2010,173
Barnet,Violence Against the Person,Other violence,2013,194
Barnet,Violence Against the Person,Other violence,2016,375
Barnet,Violence Against the Person,Other violence,2015,269
Barnet,Violence Against the Person,Other violence,2012,119
Barnet,Violence Against the Person,Other violence,2014,244
Barnet,Violence Against the Person,Other violence,2011,118
Barnet,Violence Against the Person,Other violence,2008,185
Barnet,Violence Against the Person,Other violence,2009,151
Barnet,Drugs,Drug Trafficking,2014,83
Barnet,Drugs,Drug Trafficking,2016,111
Barnet,Drugs,Drug Trafficking,2011,106
Barnet,Drugs,Drug Trafficking,2013,116
Barnet,Drugs,Drug Trafficking,2012,84
Barnet,Drugs,Drug Trafficking,2015,79
Barnet,Drugs,Drug Trafficking,2008,76
Barnet,Drugs,Drug Trafficking,2010,84
Barnet,Drugs,Drug Trafficking,2009,96
Barnet,Violence Against the Person,Offensive Weapon,2016,119
Barnet,Violence Against the Person,Offensive Weapon,2013,83
Barnet,Violence Against the Person,Offensive Weapon,2014,89
Barnet,Violence Against the Person,Offensive Weapon,2011,78
Barnet,Violence Against the Person,Offensive Weapon,2012,58
Barnet,Violence Against the Person,Offensive Weapon,2010,97
Barnet,Violence Against the Person,Offensive Weapon,2008,129
Barnet,Violence Against the Person,Offensive Weapon,2009,120
Barnet,Violence Against the Person,Offensive Weapon,2015,90
Barnet,Other Notifiable Offences,Other Notifiable,2009,250
Barnet,Other Notifiable Offences,Other Notifiable,2012,270
Barnet,Other Notifiable Offences,Other Notifiable,2010,247
Barnet,Other Notifiable Offences,Other Notifiable,2014,349
Barnet,Other Notifiable Offences,Other Notifiable,2013,272
Barnet,Other Notifiable Offences,Other Notifiable,2015,376
Barnet,Other Notifiable Offences,Other Notifiable,2008,275
Barnet,Other Notifiable Offences,Other Notifiable,2011,257
Barnet,Other Notifiable Offences,Other Notifiable,2016,479
Barnet,Theft and Handling,Theft From Shops,2008,1512
Barnet,Theft and Handling,Theft From Shops,2012,1265
Barnet,Theft and Handling,Theft From Shops,2016,1588
Barnet,Theft and Handling,Theft From Shops,2010,1464
Barnet,Theft and Handling,Theft From Shops,2011,1292
Barnet,Theft and Handling,Theft From Shops,2013,1158
Barnet,Theft and Handling,Theft From Shops,2015,1191
Barnet,Theft and Handling,Theft From Shops,2014,1239
Barnet,Theft and Handling,Theft From Shops,2009,1480
Barnet,Robbery,Business Property,2015,59
Barnet,Robbery,Business Property,2010,78
Barnet,Robbery,Business Property,2016,38
Barnet,Robbery,Business Property,2014,43
Barnet,Robbery,Business Property,2011,83
Barnet,Robbery,Business Property,2009,110
Barnet,Robbery,Business Property,2013,73
Barnet,Robbery,Business Property,2012,80
Barnet,Robbery,Business Property,2008,77
Barnet,Robbery,Personal Property,2008,717
Barnet,Robbery,Personal Property,2013,729
Barnet,Robbery,Personal Property,2010,861
Barnet,Robbery,Personal Property,2012,1062
Barnet,Robbery,Personal Property,2016,426
Barnet,Robbery,Personal Property,2015,565
Barnet,Robbery,Personal Property,2011,1076
Barnet,Robbery,Personal Property,2014,517
Barnet,Robbery,Personal Property,2009,780
Barnet,Fraud or Forgery,Counted per Victim,2008,137
Barnet,Fraud or Forgery,Counted per Victim,2010,0
Barnet,Fraud or Forgery,Counted per Victim,2016,0
Barnet,Fraud or Forgery,Counted per Victim,2011,0
Barnet,Fraud or Forgery,Counted per Victim,2012,0
Barnet,Fraud or Forgery,Counted per Victim,2009,0
Barnet,Fraud or Forgery,Counted per Victim,2013,0
Barnet,Fraud or Forgery,Counted per Victim,2015,0
Barnet,Fraud or Forgery,Counted per Victim,2014,0
Barnet,Theft and Handling,Other Theft Person,2013,733
Barnet,Theft and Handling,Other Theft Person,2015,659
Barnet,Theft and Handling,Other Theft Person,2011,697
Barnet,Theft and Handling,Other Theft Person,2008,708
Barnet,Theft and Handling,Other Theft Person,2016,659
Barnet,Theft and Handling,Other Theft Person,2010,846
Barnet,Theft and Handling,Other Theft Person,2009,931
Barnet,Theft and Handling,Other Theft Person,2014,573
Barnet,Theft and Handling,Other Theft Person,2012,692
Barnet,Violence Against the Person,Assault with Injury,2010,1432
Barnet,Violence Against the Person,Assault with Injury,2008,1505
Barnet,Violence Against the Person,Assault with Injury,2011,1334
Barnet,Violence Against the Person,Assault with Injury,2009,1510
Barnet,Violence Against the Person,Assault with Injury,2015,1477
Barnet,Violence Against the Person,Assault with Injury,2014,1412
Barnet,Violence Against the Person,Assault with Injury,2013,1063
Barnet,Violence Against the Person,Assault with Injury,2016,1478
Barnet,Violence Against the Person,Assault with Injury,2012,1305
Barnet,Drugs,Possession Of Drugs,2015,727
Barnet,Drugs,Possession Of Drugs,2009,1300
Barnet,Drugs,Possession Of Drugs,2016,788
Barnet,Drugs,Possession Of Drugs,2014,953
Barnet,Drugs,Possession Of Drugs,2011,1110
Barnet,Drugs,Possession Of Drugs,2010,1089
Barnet,Drugs,Possession Of Drugs,2008,1182
Barnet,Drugs,Possession Of Drugs,2012,852
Barnet,Drugs,Possession Of Drugs,2013,916
Barnet,Theft and Handling,Handling Stolen Goods,2015,49
Barnet,Theft and Handling,Handling Stolen Goods,2016,34
Barnet,Theft and Handling,Handling Stolen Goods,2013,64
Barnet,Theft and Handling,Handling Stolen Goods,2014,51
Barnet,Theft and Handling,Handling Stolen Goods,2012,61
Barnet,Theft and Handling,Handling Stolen Goods,2008,75
Barnet,Theft and Handling,Handling Stolen Goods,2011,58
Barnet,Theft and Handling,Handling Stolen Goods,2009,69
Barnet,Theft and Handling,Handling Stolen Goods,2010,44
Barnet,Criminal Damage,Other Criminal Damage,2010,672
Barnet,Criminal Damage,Other Criminal Damage,2016,579
Barnet,Criminal Damage,Other Criminal Damage,2014,532
Barnet,Criminal Damage,Other Criminal Damage,2008,589
Barnet,Criminal Damage,Other Criminal Damage,2015,592
Barnet,Criminal Damage,Other Criminal Damage,2012,420
Barnet,Criminal Damage,Other Criminal Damage,2011,558
Barnet,Criminal Damage,Other Criminal Damage,2009,639
Barnet,Criminal Damage,Other Criminal Damage,2013,422
Barnet,Fraud or Forgery,Other Fraud & Forgery,2013,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2008,38
Barnet,Fraud or Forgery,Other Fraud & Forgery,2011,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2010,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2012,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2015,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2009,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2014,0
Barnet,Fraud or Forgery,Other Fraud & Forgery,2016,0
Barnet,Burglary,Burglary in a Dwelling,2010,3084
Barnet,Burglary,Burglary in a Dwelling,2015,2697
Barnet,Burglary,Burglary in a Dwelling,2016,2368
Barnet,Burglary,Burglary in a Dwelling,2013,2964
Barnet,Burglary,Burglary in a Dwelling,2012,3481
Barnet,Burglary,Burglary in a Dwelling,2009,2928
Barnet,Burglary,Burglary in a Dwelling,2014,2584
Barnet,Burglary,Burglary in a Dwelling,2008,2574
Barnet,Burglary,Burglary in a Dwelling,2011,3485
Barnet,Theft and Handling,Theft From Motor Vehicle,2015,2388
Barnet,Theft and Handling,Theft From Motor Vehicle,2013,3013
Barnet,Theft and Handling,Theft From Motor Vehicle,2012,3077
Barnet,Theft and Handling,Theft From Motor Vehicle,2008,3465
Barnet,Theft and Handling,Theft From Motor Vehicle,2009,2953
Barnet,Theft and Handling,Theft From Motor Vehicle,2011,3460
Barnet,Theft and Handling,Theft From Motor Vehicle,2014,2257
Barnet,Theft and Handling,Theft From Motor Vehicle,2016,2259
Barnet,Theft and Handling,Theft From Motor Vehicle,2010,3022
Barnet,Burglary,Burglary in Other Buildings,2014,1037
Barnet,Burglary,Burglary in Other Buildings,2015,1156
Barnet,Burglary,Burglary in Other Buildings,2009,1162
Barnet,Burglary,Burglary in Other Buildings,2013,1298
Barnet,Burglary,Burglary in Other Buildings,2008,1176
Barnet,Burglary,Burglary in Other Buildings,2010,1216
Barnet,Burglary,Burglary in Other Buildings,2016,1034
Barnet,Burglary,Burglary in Other Buildings,2011,1388
Barnet,Burglary,Burglary in Other Buildings,2012,1349
Barnet,Criminal Damage,Criminal Damage To Dwelling,2013,430
Barnet,Criminal Damage,Criminal Damage To Dwelling,2015,406
Barnet,Criminal Damage,Criminal Damage To Dwelling,2014,412
Barnet,Criminal Damage,Criminal Damage To Dwelling,2016,455
Barnet,Criminal Damage,Criminal Damage To Dwelling,2011,561
Barnet,Criminal Damage,Criminal Damage To Dwelling,2009,607
Barnet,Criminal Damage,Criminal Damage To Dwelling,2012,441
Barnet,Criminal Damage,Criminal Damage To Dwelling,2010,599
Barnet,Criminal Damage,Criminal Damage To Dwelling,2008,635
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2008,164
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2013,222
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2015,281
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2012,264
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2016,235
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2010,246
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2011,224
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2009,269
Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,2014,198
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2011,904
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2014,709
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2012,708
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2015,666
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2008,1059
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2009,806
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2010,793
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2013,775
Barnet,Theft and Handling,Theft/Taking Of Motor Vehicle,2016,817
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2010,1184
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2013,798
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2008,1391
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2015,1014
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2011,1030
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2016,966
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2014,963
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2009,1131
Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,2012,892
Barnet,Criminal Damage,Criminal Damage To Other Building,2009,251
Barnet,Criminal Damage,Criminal Damage To Other Building,2015,240
Barnet,Criminal Damage,Criminal Damage To Other Building,2014,188
Barnet,Criminal Damage,Criminal Damage To Other Building,2010,260
Barnet,Criminal Damage,Criminal Damage To Other Building,2013,205
Barnet,Criminal Damage,Criminal Damage To Other Building,2012,232
Barnet,Criminal Damage,Criminal Damage To Other Building,2011,244
Barnet,Criminal Damage,Criminal Damage To Other Building,2016,183
Barnet,Criminal Damage,Criminal Damage To Other Building,2008,303
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2016,574
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2009,189
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2010,205
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2014,467
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2012,236
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2011,223
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2015,534
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2008,185
Barnet,Theft and Handling,Motor Vehicle Interference & Tampering,2013,280
Bexley,Sexual Offences,Rape,2013,0
Bexley,Sexual Offences,Rape,2012,0
Bexley,Sexual Offences,Rape,2015,0
Bexley,Sexual Offences,Rape,2010,0
Bexley,Sexual Offences,Rape,2009,0
Bexley,Sexual Offences,Rape,2011,0
Bexley,Sexual Offences,Rape,2014,0
Bexley,Sexual Offences,Rape,2008,2
Bexley,Violence Against the Person,Murder,2012,1
Bexley,Violence Against the Person,Murder,2010,0
Bexley,Violence Against the Person,Murder,2008,4
Bexley,Violence Against the Person,Murder,2016,5
Bexley,Violence Against the Person,Murder,2009,2
Bexley,Violence Against the Person,Murder,2014,1
Bexley,Violence Against the Person,Murder,2015,2
Bexley,Violence Against the Person,Murder,2011,5
Bexley,Violence Against the Person,Murder,2013,0
Bexley,Violence Against the Person,Harassment,2009,1077
Bexley,Violence Against the Person,Harassment,2010,982
Bexley,Violence Against the Person,Harassment,2015,1367
Bexley,Violence Against the Person,Harassment,2008,731
Bexley,Violence Against the Person,Harassment,2013,788
Bexley,Violence Against the Person,Harassment,2011,753
Bexley,Violence Against the Person,Harassment,2014,1017
Bexley,Violence Against the Person,Harassment,2012,815
Bexley,Violence Against the Person,Harassment,2016,1561
Bexley,Drugs,Other Drugs,2008,2
Bexley,Drugs,Other Drugs,2015,4
Bexley,Drugs,Other Drugs,2011,9
Bexley,Drugs,Other Drugs,2014,2
Bexley,Drugs,Other Drugs,2013,4
Bexley,Drugs,Other Drugs,2010,5
Bexley,Drugs,Other Drugs,2012,1
Bexley,Drugs,Other Drugs,2016,4
Bexley,Drugs,Other Drugs,2009,5
Bexley,Theft and Handling,Other Theft,2011,1366
Bexley,Theft and Handling,Other Theft,2012,1658
Bexley,Theft and Handling,Other Theft,2009,1291
Bexley,Theft and Handling,Other Theft,2010,1446
Bexley,Theft and Handling,Other Theft,2016,1481
Bexley,Theft and Handling,Other Theft,2014,1414
Bexley,Theft and Handling,Other Theft,2013,1453
Bexley,Theft and Handling,Other Theft,2008,1400
Bexley,Theft and Handling,Other Theft,2015,1400
Bexley,Sexual Offences,Other Sexual,2015,0
Bexley,Sexual Offences,Other Sexual,2011,0
Bexley,Sexual Offences,Other Sexual,2010,0
Bexley,Sexual Offences,Other Sexual,2014,0
Bexley,Sexual Offences,Other Sexual,2008,20
Bexley,Sexual Offences,Other Sexual,2013,0
Bexley,Sexual Offences,Other Sexual,2012,0
Bexley,Sexual Offences,Other Sexual,2016,0
Bexley,Sexual Offences,Other Sexual,2009,0
